customer_id,card_number,card_type,credit_limit,outstanding_amount,due_date
2,2851287790883702,American Express,200000,49484,2026-08-05
2,3755650341759636,American Express,100000,85698,2026-08-21
8,5536116750500239,Visa,200000,63073,2026-08-11
3,1934536641717438,MasterCard,100000,78072,2026-08-18
4,1048930900923939,RuPay,50000,27213,2026-08-25
5,5674574533479316,Visa,500000,16373,2026-07-26
3,1397616744413449,MasterCard,500000,366213,2026-08-10
8,2266486557116323,RuPay,50000,13466,2026-08-03
7,4619263468790424,American Express,100000,47643,2026-07-19
4,1073516534966402,American Express,200000,146428,2026-07-19
6,5458785836247395,RuPay,50000,25436,2026-08-07
5,2829523272085861,RuPay,500000,73060,2026-08-07
5,2977971136969994,Visa,50000,12725,2026-07-14
3,836738380031939,RuPay,200000,59458,2026-08-09
3,6679437601647403,American Express,500000,179959,2026-07-12
9,5262760437824435,MasterCard,200000,70647,2026-08-15
2,5011003726760931,American Express,500000,109474,2026-08-21
9,5801327172059208,MasterCard,1000000,259883,2026-07-09
9,7173216593978908,MasterCard,200000,68149,2026-08-06
6,5591665008523920,RuPay,500000,454507,2026-08-21
7,5163110720637925,American Express,50000,12383,2026-08-13
4,6437757895782765,American Express,200000,71030,2026-07-11
3,9815942974494584,MasterCard,50000,10458,2026-07-22
10,6957781946900095,RuPay,100000,6954,2026-08-23
1,347820151907477,Visa,100000,33831,2026-08-08
7,7547930296974669,RuPay,1000000,461794,2026-07-17
2,7976849935451655,RuPay,1000000,659933,2026-07-29
6,1954190174640323,RuPay,200000,97456,2026-07-16
5,9800482827036806,Visa,1000000,341785,2026-08-30
4,2602802393114500,RuPay,1000000,978837,2026-08-11
5,8327993632368997,RuPay,500000,308772,2026-08-14
8,8557795871479735,Visa,500000,193333,2026-08-13
9,9645907868890635,MasterCard,50000,19758,2026-08-01
4,3952595279990048,American Express,1000000,76148,2026-07-28
6,4554255707744167,MasterCard,200000,125418,2026-08-03
6,6955477789338187,RuPay,1000000,640342,2026-08-12
4,34377314697880,MasterCard,500000,352065,2026-08-31
2,2927576665313699,MasterCard,1000000,692422,2026-08-06
6,9920024937373312,RuPay,500000,197657,2026-08-31
5,5641423187737627,RuPay,200000,170683,2026-08-14
3,6934983906470876,Visa,200000,94394,2026-08-29
3,9005869316867707,Visa,500000,266022,2026-07-31
6,4647944769418998,American Express,1000000,316605,2026-08-26
1,1539747460883136,American Express,1000000,886030,2026-08-22
8,1356594154557148,Visa,100000,63438,2026-07-08
3,9623068287390753,RuPay,500000,176726,2026-08-09
7,3795948014722372,RuPay,500000,468159,2026-08-09
10,7335417983302767,MasterCard,50000,45599,2026-08-31
6,5521000831938343,American Express,500000,475567,2026-08-20
1,2321670851484414,Visa,100000,50698,2026-07-14
7,2627499643768947,Visa,1000000,2718,2026-07-22
5,626612470439938,Visa,100000,28294,2026-07-15
5,2471558622230513,Visa,200000,58431,2026-07-31
1,9335677408728580,MasterCard,50000,1926,2026-08-24
4,2459817497288094,MasterCard,500000,104496,2026-08-03
7,3684581765710159,Visa,50000,48355,2026-08-15
2,8827543239654253,RuPay,500000,55027,2026-07-26
6,3479390700703608,RuPay,500000,76254,2026-08-27
7,8867216827640522,Visa,500000,498381,2026-07-16
5,9207048980259218,Visa,100000,29981,2026-07-15
3,9541772062730824,Visa,50000,47311,2026-08-02
3,3180234403734101,American Express,200000,122672,2026-08-18
9,4231243821241384,American Express,50000,38521,2026-07-17
2,1051762864049260,American Express,50000,33035,2026-08-14
1,8753749275765723,RuPay,100000,10289,2026-07-07
3,7037820469300533,MasterCard,50000,45308,2026-08-11
2,1258022114283258,Visa,500000,87815,2026-08-14
9,4481294306075546,RuPay,500000,312542,2026-08-16
2,9413213557039314,Visa,200000,189808,2026-07-06
5,9687287533160436,Visa,50000,39550,2026-07-24
10,1131553997680432,American Express,100000,13278,2026-07-08
1,8115061670772523,Visa,50000,42595,2026-07-18
2,2645601954367826,MasterCard,50000,48574,2026-08-25
3,5980660606894987,American Express,1000000,472234,2026-08-26
5,9597792913543216,American Express,500000,179590,2026-08-06
8,1648328457473155,MasterCard,50000,49898,2026-07-29
1,7348186216356694,American Express,500000,78283,2026-08-22
5,4925511370159132,MasterCard,50000,20686,2026-08-04
6,8333085834492884,Visa,1000000,494651,2026-07-30
10,7240839843088412,Visa,500000,465040,2026-07-25
1,5313600531604622,Visa,100000,20122,2026-08-23
3,5299568397518627,American Express,100000,75433,2026-08-14
8,1858558289208286,RuPay,50000,26279,2026-08-19
7,8709708633588426,RuPay,1000000,951915,2026-08-03
3,2400783225944812,MasterCard,50000,14849,2026-08-04
3,1255364468959087,RuPay,100000,30904,2026-08-28
2,8598675361374030,Visa,200000,198779,2026-08-09
3,8431820088001236,Visa,200000,33245,2026-07-07
1,3653048693535000,MasterCard,200000,199159,2026-08-02
2,4864355372902258,MasterCard,1000000,443939,2026-07-30
2,9576506823756496,MasterCard,500000,70665,2026-07-17
9,2295734399069901,Visa,1000000,238272,2026-07-07
8,9414113431864691,American Express,100000,84262,2026-07-27
8,446819543690651,MasterCard,1000000,449876,2026-07-13
2,2158902314354832,MasterCard,500000,108415,2026-08-21
5,518604586638062,MasterCard,200000,167525,2026-08-29
9,749605445630412,MasterCard,200000,142845,2026-07-04
5,7058609479203150,RuPay,500000,409215,2026-07-20
5,9696540595458774,American Express,100000,81847,2026-07-08
7,1198399345247508,MasterCard,1000000,665136,2026-08-16
2,9514703928856845,American Express,1000000,237446,2026-08-08
10,6363703388932582,Visa,500000,263601,2026-07-03
7,9419940175354617,Visa,100000,46583,2026-08-12
7,1279130015350492,RuPay,100000,17049,2026-08-23
5,3359950516239200,RuPay,1000000,504464,2026-08-18
5,7372887191335196,MasterCard,1000000,906197,2026-08-16
8,6382228871657928,RuPay,200000,99182,2026-07-03
5,6900042377744685,American Express,500000,68550,2026-07-18
6,5917638823861404,American Express,50000,41645,2026-08-06
10,9667396902947298,MasterCard,500000,294784,2026-07-21
7,1217273835572623,RuPay,200000,185901,2026-07-24
8,6844948807939833,MasterCard,100000,68175,2026-07-25
10,3016945494446213,MasterCard,500000,293902,2026-07-07
8,1954615467503719,Visa,50000,6660,2026-08-26
7,761256330742393,MasterCard,500000,240221,2026-08-20
1,5948848341484242,Visa,100000,63197,2026-07-03
1,1806825843118027,Visa,1000000,986631,2026-07-06
8,9865199546343981,MasterCard,1000000,136387,2026-08-13
5,3991751101109144,MasterCard,500000,224253,2026-07-21
2,2458116228480484,Visa,200000,130746,2026-08-29
10,5073487371058226,Visa,200000,81684,2026-07-05
10,8777906829117837,American Express,1000000,789781,2026-08-15
9,9879428082130808,MasterCard,50000,39729,2026-08-12
8,2280047832414787,American Express,500000,284638,2026-07-27
4,5162631832947191,MasterCard,200000,99983,2026-07-30
2,3834361710191451,RuPay,50000,49400,2026-08-29
9,1836469974310606,RuPay,500000,431067,2026-07-26
6,6761330245288882,MasterCard,1000000,294306,2026-07-22
6,975382853283055,RuPay,500000,52309,2026-07-27
9,7905902240210894,Visa,200000,22138,2026-08-22
10,1163939334676814,RuPay,200000,126629,2026-08-03
9,4266169399687823,American Express,500000,24375,2026-07-25
8,5382594335032095,American Express,500000,265087,2026-07-20
5,2471181930860371,Visa,50000,17719,2026-07-21
5,418928539303988,RuPay,50000,46175,2026-07-18
1,3799311301539439,Visa,500000,111593,2026-08-31
4,1351010096164183,MasterCard,500000,193652,2026-07-27
2,2505123105189143,MasterCard,500000,186875,2026-07-08
3,1167430237261852,MasterCard,100000,99861,2026-08-13
7,8567202863634628,RuPay,100000,59043,2026-08-17
1,4674002393802392,Visa,200000,114341,2026-08-29
3,1510871778580109,MasterCard,100000,63232,2026-08-01
9,6262731119753305,MasterCard,500000,54990,2026-08-18
5,9764703449430199,MasterCard,50000,25596,2026-08-25
4,8990847773385868,Visa,100000,38453,2026-08-27
3,2346484062069078,Visa,200000,73779,2026-08-24
4,7111676167006373,American Express,200000,190955,2026-08-16
1,7059041092248361,RuPay,500000,247169,2026-08-20
10,6019022888695537,American Express,50000,47975,2026-07-11
4,150160792694503,MasterCard,100000,49010,2026-08-13
3,4194527706513336,American Express,1000000,633347,2026-07-22
9,1669675017296130,MasterCard,200000,46631,2026-07-17
8,3578946202471536,MasterCard,100000,65390,2026-08-10
9,750734427299577,American Express,50000,33190,2026-07-19
9,6647237413631733,American Express,1000000,43208,2026-08-19
7,4983588344119615,MasterCard,500000,213113,2026-08-01
7,5666578328849206,RuPay,100000,67067,2026-08-02
7,4811446775086818,American Express,500000,114438,2026-07-15
9,1520036211522532,MasterCard,500000,394708,2026-08-27
6,9671335975307394,MasterCard,500000,251008,2026-08-16
8,7561610801955634,Visa,50000,45488,2026-07-22
4,4039642512349768,RuPay,1000000,846365,2026-07-15
6,8934160849558082,Visa,500000,205589,2026-07-18
8,1959354733141139,Visa,500000,180123,2026-08-01
6,7076236997866408,MasterCard,500000,329243,2026-07-17
3,2045768243263600,Visa,500000,154107,2026-08-16
9,6313857839593233,RuPay,50000,2256,2026-08-30
10,8226079109045154,RuPay,1000000,488240,2026-08-24
6,9937868348391743,MasterCard,100000,74911,2026-08-07
7,6428285316460984,RuPay,1000000,652809,2026-07-15
10,7398007616321624,RuPay,1000000,783264,2026-08-08
2,9257405447652629,Visa,500000,94819,2026-07-23
2,4139693144669513,RuPay,100000,28017,2026-08-25
3,1992779184978623,Visa,200000,160874,2026-07-13
2,1494609733548360,RuPay,100000,25157,2026-08-25
4,3828609826975609,MasterCard,50000,46700,2026-08-17
1,8048010466678660,Visa,100000,94368,2026-08-01
7,8204989821709215,MasterCard,1000000,285500,2026-08-27
8,7749921509683427,Visa,200000,193729,2026-07-29
1,549883809863014,American Express,1000000,44466,2026-08-29
2,862966065643044,Visa,500000,389514,2026-08-09
9,503826164928415,RuPay,50000,49105,2026-08-03
1,5049845796532885,Visa,1000000,800154,2026-07-10
3,2312289548685849,Visa,200000,116548,2026-08-30
4,7925984944937456,RuPay,50000,33493,2026-08-24
1,6441910369476933,American Express,200000,52710,2026-08-22
7,1536513903717499,MasterCard,100000,17233,2026-07-23
1,3801224170885568,Visa,1000000,678616,2026-08-17
2,7345839577652781,Visa,200000,85353,2026-07-19
2,9492714505163560,RuPay,100000,70494,2026-07-27
4,7911830564028946,American Express,1000000,374279,2026-08-11
2,307504615021074,American Express,1000000,114089,2026-08-22
7,3170905081448581,American Express,200000,36608,2026-07-26
5,1228819194549308,RuPay,500000,497539,2026-08-22
10,3166703973793862,Visa,200000,168444,2026-08-09
4,7060744958067360,MasterCard,50000,17992,2026-08-24
10,36558917202656,RuPay,1000000,937729,2026-07-09
5,1616245638764956,RuPay,100000,61925,2026-08-11
3,6293990308306641,Visa,100000,55715,2026-08-17
4,9246298774515375,American Express,100000,86338,2026-07-03
7,2633729057330071,American Express,200000,110598,2026-07-29
1,512755846532452,RuPay,50000,35653,2026-07-16
2,2641047779091809,American Express,50000,29034,2026-07-04
6,1849517530302602,American Express,500000,459280,2026-08-30
7,9477982244539124,American Express,1000000,49297,2026-08-17
3,458514009600223,MasterCard,100000,51965,2026-07-21
6,8622566593829344,Visa,50000,33877,2026-08-30
5,5149108768319599,MasterCard,200000,123193,2026-08-23
3,9545598042148182,MasterCard,50000,39703,2026-08-26
5,9869033294278877,RuPay,50000,22128,2026-08-20
8,3318561701469752,MasterCard,50000,45579,2026-08-27
1,6012817922641951,RuPay,200000,33178,2026-08-18
5,6228554346758456,RuPay,50000,2563,2026-07-11
10,3473163351900339,MasterCard,1000000,966952,2026-07-10
10,3437392914817769,RuPay,100000,23208,2026-07-29
8,4772351253525352,RuPay,500000,466930,2026-08-19
6,3363488857974589,Visa,100000,73431,2026-07-05
10,3672540987451729,American Express,500000,416530,2026-08-25
5,5047382335143359,MasterCard,50000,10274,2026-08-05
1,5326375241570007,Visa,500000,181790,2026-08-11
5,1654021035934689,MasterCard,1000000,461630,2026-08-23
4,637942176374455,American Express,1000000,410504,2026-08-14
10,4732942328785824,MasterCard,1000000,401475,2026-08-30
1,4554933788332259,RuPay,50000,7355,2026-08-26
6,6962038037645874,MasterCard,50000,33586,2026-08-23
4,9286156062224046,American Express,200000,108994,2026-08-17
1,2518649065221989,American Express,100000,50305,2026-08-20
8,684753912853521,RuPay,500000,31012,2026-07-25
7,6569323542300302,RuPay,1000000,861368,2026-08-12
2,531831092160319,American Express,50000,27206,2026-07-12
5,7927555004654890,RuPay,1000000,956050,2026-08-26
9,1028273519933847,RuPay,1000000,870004,2026-08-30
4,1335696135497395,Visa,200000,192371,2026-07-26
2,1421305795106403,American Express,500000,153851,2026-08-29
4,6241247320716001,Visa,100000,59182,2026-08-04
8,6802979544867269,American Express,50000,10488,2026-08-31
1,2686078872417376,RuPay,1000000,644266,2026-08-28
7,8913625710617498,MasterCard,100000,44217,2026-08-13
10,3537548405134815,RuPay,50000,3997,2026-08-01
9,1908139799690170,MasterCard,50000,45633,2026-08-11
2,4653640283226062,RuPay,1000000,169035,2026-07-19
8,5365971433614300,Visa,50000,10765,2026-07-18
5,7607464690925459,Visa,100000,66106,2026-08-21
9,5505717230858087,Visa,50000,25679,2026-07-11
3,7106764795867080,RuPay,1000000,328742,2026-07-09
8,2106641387254262,American Express,200000,89280,2026-07-15
6,7663897327403409,RuPay,50000,30186,2026-08-20
1,2071574565801603,RuPay,100000,87047,2026-07-05
6,4006890941244328,Visa,1000000,900598,2026-08-05
9,9344230506924949,MasterCard,100000,27546,2026-08-02
5,7466736598928749,Visa,200000,137600,2026-07-15
9,4934734940690775,Visa,100000,58613,2026-08-23
3,4113823029072686,American Express,1000000,719219,2026-08-01
10,6671429144478672,RuPay,50000,36266,2026-07-23
1,4870653944145298,MasterCard,1000000,699014,2026-08-13
4,7163205766475416,American Express,200000,44717,2026-07-28
3,1325081839831070,Visa,1000000,775772,2026-07-09
3,1989184084583700,RuPay,50000,28464,2026-07-31
2,3235810831114621,American Express,50000,11111,2026-07-28
2,7283615877137781,MasterCard,1000000,318024,2026-07-09
3,7524546779807349,Visa,1000000,622587,2026-07-30
2,8221203746241963,MasterCard,200000,153136,2026-08-10
1,950610203883107,Visa,500000,497800,2026-08-17
10,6690445487685617,RuPay,50000,22713,2026-07-28
5,7525290907049437,RuPay,100000,54445,2026-07-07
8,1196131857857115,American Express,50000,17238,2026-08-03
9,401072094220583,Visa,500000,130769,2026-07-09
2,2544390981344948,Visa,200000,141284,2026-08-04
3,7320301502389049,MasterCard,100000,45400,2026-07-21
7,597057335341010,American Express,1000000,828847,2026-07-14
5,1219961889972973,American Express,100000,56715,2026-07-25
4,9390479759486982,RuPay,200000,49747,2026-08-27
6,8197500428986573,RuPay,1000000,702491,2026-07-27
6,1453270112246057,MasterCard,500000,402629,2026-08-17
3,5464544235492794,RuPay,100000,32963,2026-07-26
7,6161444082345898,Visa,500000,251070,2026-08-27
4,3856291621074279,Visa,500000,344588,2026-08-27
7,1405742267915224,RuPay,1000000,484786,2026-08-10
2,9616571573703745,MasterCard,100000,3968,2026-08-03
1,1826797524892045,MasterCard,50000,38121,2026-07-12
5,2244397608850472,American Express,500000,497712,2026-08-13
1,6292091448249657,American Express,200000,195691,2026-07-24
4,8163411715797674,American Express,500000,243631,2026-08-23
10,5092581804586546,American Express,100000,11465,2026-07-26
1,8993469833614504,Visa,100000,87141,2026-08-22
5,1967710691775083,American Express,100000,92509,2026-08-17
8,3994044101036962,RuPay,200000,79008,2026-07-09
10,5822988948836756,RuPay,500000,164551,2026-07-13
6,3606325712295704,RuPay,500000,154052,2026-07-23
6,7733843524929817,Visa,100000,75792,2026-08-26
3,2748679131418251,American Express,200000,50481,2026-07-12
6,1736929903111038,MasterCard,500000,296148,2026-08-31
2,8211467822343262,American Express,100000,36593,2026-08-25
9,4629379089699016,MasterCard,200000,457,2026-08-13
1,5680851152540023,American Express,50000,38374,2026-07-09
5,524364409551598,RuPay,200000,3770,2026-07-25
5,4917886002728536,RuPay,50000,8925,2026-07-06
8,8793844783789636,MasterCard,1000000,278428,2026-08-20
1,7298191064951,MasterCard,100000,50312,2026-08-09
8,905909348956929,RuPay,50000,6803,2026-08-16
4,386477204085171,American Express,1000000,404293,2026-08-26
1,1715476759998385,American Express,100000,19886,2026-07-03
10,7330796731995086,RuPay,50000,27729,2026-07-23
7,9267148675258058,Visa,1000000,592420,2026-08-03
2,5902616709596058,RuPay,500000,477089,2026-08-28
4,3743528231080967,American Express,50000,27986,2026-07-14
3,8388204007577234,MasterCard,200000,47437,2026-08-04
1,7268137040191211,MasterCard,50000,4235,2026-08-08
5,6479233499887478,MasterCard,50000,4653,2026-07-09
7,4308385657244655,Visa,500000,194578,2026-07-04
7,5609195050411860,American Express,500000,8495,2026-08-05
5,5751274767433784,Visa,50000,18693,2026-08-07
5,2075394648961832,American Express,100000,29943,2026-08-17
9,4697768116872310,RuPay,1000000,181880,2026-08-22
